DATE,T1YFF
2023-08-29,0.04
2023-08-30,0.06
2023-08-31,0.04
2023-09-01,0.03
2023-09-04,.
2023-09-05,0.09
2023-09-06,0.11
2023-09-07,0.07
2023-09-08,0.09
2023-09-11,0.07
2023-09-12,0.09
2023-09-13,0.09
2023-09-14,0.09
2023-09-15,0.1
2023-09-18,0.11
2023-09-19,0.12
2023-09-20,0.14
2023-09-21,0.13
2023-09-22,0.13
2023-09-25,0.12
2023-09-26,0.12
2023-09-27,0.16
2023-09-28,0.13
2023-09-29,0.13
2023-10-02,0.16
2023-10-03,0.16
2023-10-04,0.09
2023-10-05,0.06
2023-10-06,0.1
2023-10-09,.
2023-10-10,0.04
2023-10-11,0.05
2023-10-12,0.1
2023-10-13,0.08
2023-10-16,0.09
2023-10-17,0.15
2023-10-18,0.14
2023-10-19,0.11
2023-10-20,0.08
2023-10-23,0.09
2023-10-24,0.08
2023-10-25,0.1
2023-10-26,0.06
2023-10-27,0.06
2023-10-30,0.08
2023-10-31,0.11
2023-11-01,0.04
2023-11-02,0.05
2023-11-03,-0.04
2023-11-06,0.0
2023-11-07,0.0
2023-11-08,0.01
2023-11-09,0.06
2023-11-10,0.05
2023-11-13,0.04
2023-11-14,-0.09
2023-11-15,-0.06
